eName;isPlanet;semimajorAxis;perihelion;aphelion;eccentricity;inclination;density;gravity;escape;meanRadius;equaRadius;polarRadius;flattening;dimension;sideralOrbit;sideralRotation;discoveryDate;mass_kg;volume;orbit_type;orbits;bondAlbido;geomAlbido;RV_abs;p_transit;transit_visibility;transit_depth;massj;semimajorAxis_AU;grav_int
Telesto;FALSO;294710;0;0;1;1158;1;0;0;33;0;0;0;30x23x14;1.89;0;29319;10000000000000000;NA;Secondary;Saturn;NA;NA;NA;##########;##########;22500000;52600;19700146708037300;15300000000000000000
Tethys;FALSO;294672;294589;294648;0;1.86;985;0;0;1066;0;0;0;NA;1.89;45312;21/03/1684;618000000000000000000;NA;Secondary;Saturn;NA;NA;NA;##########;##########;23400000000;3250000000;19697606564930800;945000000000000000000000
Thalassa;FALSO;50074;0;0;0;0.21;1;13;0;33;0;0;0;54 x 50 x 26;31149;0;32769;400000000000000000;NA;Secondary;Neptune;NA;NA;NA;##########;##########;22500000;2110000;335000000000;21200000000000000000000
The Little Prince;FALSO;1190;0;0;0;0;1;0;0;33;0;0;0;39x37x25;2.74;0;36465;24000000000000000;NA;Secondary;45 Eugenia;NA;NA;NA;##########;##########;22500000;12600;795000000;2250000000000000000000000
Thebe;FALSO;221900;218000;226000;18;44774;1;0.02;0;49;0;0;0;58 x 49 x 42;6745;16188;28919;800000000000000000;NA;Secondary;Jupiter;NA;NA;NA;##########;##########;49500000;4210000;14833098824313600;2160000000000000000000
Thelxinoe;FALSO;21165000;0;0;221;151.4;1;0;0;2;0;0;0;NA;628.1;0;2003;15000000000000;NA;Secondary;Jupiter;NA;NA;NA;32900732341129200;##########;8250;8;14147928644281100;##########
Themisto;FALSO;7507000;5909000;8874300;242;43.08;1;29;0;4;0;0;0;NA;130.02;0;27667;690000000000000;NA;Secondary;Jupiter;NA;NA;NA;9275955774610360;##########;33000;363;5018119552686920;1626100000000000
Thrymr;FALSO;20439600;0;0;0.47;175;1;0;0;3;0;0;0;NA;1094.3;0;36792;230000000000000;NA;Secondary;Saturn;NA;NA;NA;3406842599659480;##########;186000;1210;13663028694431800;73117667691422.89
Thyone;FALSO;21192000;0;0;229;148.5;1;15;0;2;0;0;0;NA;627.3;0;37236;90000000000000;NA;Secondary;Jupiter;NA;NA;NA;3285881464703660;##########;8250;474;1416597702951120;26615700298452.33
Titan;FALSO;1221865;1186680;1257060;292;0.33;2;0;0;2575;0;0;0;NA;15.95;382.8;25/03/1655;135000000000000000000000;NA;Secondary;Saturn;NA;NA;NA;5720083642628270;##########;13700000000;71100000000;8167663044150530;12000000000000000000000000
Titania;FALSO;436300;435800;436800;11;0.08;2;0;0;788.9;0;0;0;NA;##########;2089408;11/01/1787;3420000000000000000000;NA;Secondary;Uranus;NA;NA;NA;##########;##########;12800000000;1.8e-6;2916485361445720;2390000000000000000000000
Trinculo;FALSO;8505200;0;0;2194;166.93;1;0;0;9;0;0;0;NA;-758.1;0;37116;3900000000000000;NA;Secondary;Uranus;NA;NA;NA;8187355970465120;##########;1670000;20500;5685375039231750;7160400000000000
Triton;FALSO;354759;354753;354765;0;157345;44683;0.78;0;1353.4;0;0;0;NA;587685;1410444;10/10/1846;214000000000000000000000000000000000000;NA;Secondary;Neptune;NA;NA;NA;##########;##########;378000000;113000000000;2371417442908830;22600000000000000000000000
Ultima Thule;FALSO;6633400000;0;0;0;0;1;0;0;33;0;0;0;39x37x25;2.74;0;41816;24000000000000000;NA;Primary;NA;NA;NA;NA;105000000000;1889641812645090;22500000;12600;##########;##########
Umbriel;FALSO;266000;265100;267500;39;0.13;1;0;0;584.7;0;0;0;NA;414418;99499;24/10/1851;1220000000000000000000;NA;Secondary;Uranus;NA;NA;NA;##########;##########;705000000;642000000;17781001745234000;2290000000000000000000000
Uranus;VERDADERO;2870658186;2147483647;2147483647;457;772;1;8.87;21380;25362;25559;24973;2293;NA;30685.4;-17.24;13/03/1781;86800000000000000000000000;68300000000000;Primary;NA;0.3;488;296744357103154;2510000000000;4525328742848800;13265444757661600;45684210526315700;##########;1400000000000000000000
Valetudo;FALSO;18980000;0;0;222;34;1;0;0;0.5;0;0;0;NA;533;0;43298;24000000000000000;NA;Secondary;Jupiter;NA;NA;NA;3668822444678600;##########;516;12600;1268734635806550;8848300000000000
Vanth;FALSO;8980;0;0;0;0;1;0;0;33;0;0;0;39x37x25;2.74;0;38669;24000000000000000;NA;Secondary;90482 Orcus;NA;NA;NA;##########;##########;22500000;12600;600000000000;39500000000000000000000
Venus;VERDADERO;108208475;107477000;108939000;67;3.39;5243;8.87;10360;1516336;1516336;1516336;0;NA;224701;-5832.5;NA;4870000000000000000000000;928000000000;Primary;NA;0.76;689;8570344549147350;6491116338161120;##########;75500000000;2563157894736840;7233289785053070;55200000000000000000000
Weywot;FALSO;10000;0;0;0;0;1;0;0;33;0;0;0;39x37x25;2.74;0;39135;24000000000000000;NA;Secondary;50000 Quaoar;NA;NA;NA;696375;12534.75;22500000;12600;66800000000;31900000000000000000000
Ymir;FALSO;23140400;0;0;187;167.9;1;0;0;9;0;0;0;NA;1315.4;0;36745;3970000000000000;NA;Secondary;Saturn;NA;NA;NA;30092435740090900;##########;1670000;2090;15468401984414000;984664004048878.4
