eName,isPlanet,semimajorAxis,perihelion,aphelion,eccentricity,inclination,density,gravity,escape,meanRadius,equaRadius,polarRadius,flattening,dimension,sideralOrbit,sideralRotation,discoveryDate,mass_kg,volume,orbit_type,orbits,bondAlbido,geomAlbido,RV_abs,p_transit,transit_visibility,transit_depth,massj,semimajorAxis_AU,grav_int,is_exoplanet
Sinope,FALSO,23939000,0,0,0.25,158.1,1,14,0,14,0,0,0,NA,758.9,0,5316,8E+16,NA,Secondary,Jupiter,NA,NA,NA,2.90888E+15,##########,404000,42100,1.60022E+16,1.854E+16,FALSE
Skathi,FALSO,15614300,0,0,0.27,148.5,1,0,0,3,0,0,0,NA,728.2,0,36792,3.5E+14,NA,Secondary,Saturn,NA,NA,NA,4.45966E+15,##########,186000,1840,1.04375E+16,1.90661E+14,FALSE
Skoll,FALSO,17663300,0,0,464,161.2,1,0,0,3,0,0,0,NA,878.3,0,38333,1.5E+14,NA,Secondary,Saturn,NA,NA,NA,3.94233E+16,##########,186000,79,1.18072E+16,6.38538E+13,FALSE
Sponde,FALSO,23790000,0,0,312,151,1,0,0,1,0,0,0,NA,748.3,0,37244,1.5E+13,NA,Secondary,Jupiter,NA,NA,NA,2.92704E+16,##########,2060,8,1.59026E+16,##########,FALSE
Stephano,FALSO,8007400,0,0,2248,143.82,1,0,0,16,0,0,0,NA,-676.5,0,36359,2.2E+16,NA,Secondary,Uranus,NA,NA,NA,8.69643E+15,##########,52800,116000,5.35262E+15,4.557E+16,FALSE
Styx,FALSO,45000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,41101,2.4E+16,NA,Secondary,Pluto,NA,NA,NA,15475,323362,22500000,12600,3.01E+11,1.57E+21,FALSE
Sun,FALSO,0,0,0,0,0,1408,274,617000,696342,0,0,0,39x37x25,2.74,601,NA,1.99E+30,1.41E+18,Primary,NA,NA,NA,NA,Inf,Inf,1,##########,0,Inf,FALSE
Surtur,FALSO,22920400,0,0,451,177.5,1,0,0,3,0,0,0,NA,1297.7,0,38333,1.5E+14,NA,Secondary,Saturn,NA,NA,NA,3.0381E+16,##########,186000,79,1.53213E+15,##########,FALSE
Suttungr,FALSO,19476700,0,0,114,175.8,1,0,0,3,0,0,0,NA,1016.7,0,36792,2.3E+14,NA,Secondary,Saturn,NA,NA,NA,3.57527E+15,##########,186000,1210,1.30194E+16,8.0526E+13,FALSE
Sycorax,FALSO,12179400,0,0,5219,159.42,1,0,0,75,0,0,0,NA,-1283.4,0,35679,2.3E+18,NA,Secondary,Uranus,NA,NA,NA,5.71799E+15,##########,116000000,12100000,8.14143E+15,2.0593E+18,FALSE
Tarqeq,FALSO,17909900,0,0,0.16,46.1,1,0,0,3,0,0,0,NA,887.5,0,38722,2.3E+14,NA,Secondary,Saturn,NA,NA,NA,3.88805E+15,##########,186000,1210,1.1972E+16,9.52315E+13,FALSE
Tarvos,FALSO,18263200,0,0,531,33.8,1,0,0,7,0,0,0,NA,926.2,0,36792,2.3E+15,NA,Secondary,Saturn,NA,NA,NA,3.81285E+15,##########,1010000,12100,1.22082E+16,9.15827E+14,FALSE
Taygete,FALSO,23363000,0,0,252,165.2,1,0,0,44683,0,0,0,NA,732.2,0,36853,1.6E+14,NA,Secondary,Jupiter,NA,NA,NA,2.98054E+16,##########,129000,84,1.56172E+15,##########,FALSE
Telesto,FALSO,294710,0,0,1,1158,1,0,0,33,0,0,0,30x23x14,1.89,0,29319,1E+16,NA,Secondary,Saturn,NA,NA,NA,##########,##########,22500000,52600,1.97001E+16,1.53E+19,FALSE
Tethys,FALSO,294672,294589,294648,0,1.86,985,0,0,1066,0,0,0,NA,1.89,45312,21/03/1684,6.18E+20,NA,Secondary,Saturn,NA,NA,NA,##########,##########,23400000000,3250000000,1.96976E+16,9.45E+23,FALSE
Thalassa,FALSO,50074,0,0,0,0.21,1,13,0,33,0,0,0,54 x 50 x 26,31149,0,32769,4E+17,NA,Secondary,Neptune,NA,NA,NA,##########,##########,22500000,2110000,3.35E+11,2.12E+22,FALSE
The Little Prince,FALSO,1190,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,36465,2.4E+16,NA,Secondary,45 Eugenia,NA,NA,NA,##########,##########,22500000,12600,795000000,2.25E+24,FALSE
Thebe,FALSO,221900,218000,226000,18,44774,1,0.02,0,49,0,0,0,58 x 49 x 42,6745,16188,28919,8E+17,NA,Secondary,Jupiter,NA,NA,NA,##########,##########,49500000,4210000,1.48331E+16,2.16E+21,FALSE
Thelxinoe,FALSO,21165000,0,0,221,151.4,1,0,0,2,0,0,0,NA,628.1,0,2003,1.5E+13,NA,Secondary,Jupiter,NA,NA,NA,3.29007E+16,##########,8250,8,1.41479E+16,##########,FALSE
Themisto,FALSO,7507000,5909000,8874300,242,43.08,1,29,0,4,0,0,0,NA,130.02,0,27667,6.9E+14,NA,Secondary,Jupiter,NA,NA,NA,9.27596E+15,##########,33000,363,5.01812E+15,1.6261E+15,FALSE
Thrymr,FALSO,20439600,0,0,0.47,175,1,0,0,3,0,0,0,NA,1094.3,0,36792,2.3E+14,NA,Secondary,Saturn,NA,NA,NA,3.40684E+15,##########,186000,1210,1.3663E+16,7.31177E+13,FALSE
Thyone,FALSO,21192000,0,0,229,148.5,1,15,0,2,0,0,0,NA,627.3,0,37236,9E+13,NA,Secondary,Jupiter,NA,NA,NA,3.28588E+15,##########,8250,474,1.4166E+15,2.66157E+13,FALSE
Titan,FALSO,1221865,1186680,1257060,292,0.33,2,0,0,2575,0,0,0,NA,15.95,382.8,25/03/1655,1.35E+23,NA,Secondary,Saturn,NA,NA,NA,5.72008E+15,##########,13700000000,71100000000,8.16766E+15,1.2E+25,FALSE
Titania,FALSO,436300,435800,436800,11,0.08,2,0,0,788.9,0,0,0,NA,##########,2089408,11/01/1787,3.42E+21,NA,Secondary,Uranus,NA,NA,NA,##########,##########,12800000000,1.80E-06,2.91649E+15,2.39E+24,FALSE
Trinculo,FALSO,8505200,0,0,2194,166.93,1,0,0,9,0,0,0,NA,-758.1,0,37116,3.9E+15,NA,Secondary,Uranus,NA,NA,NA,8.18736E+15,##########,1670000,20500,5.68538E+15,7.1604E+15,FALSE
Triton,FALSO,354759,354753,354765,0,157345,44683,0.78,0,1353.4,0,0,0,NA,587685,1410444,10/10/1846,2.14E+38,NA,Secondary,Neptune,NA,NA,NA,##########,##########,378000000,1.13E+11,2.37142E+15,2.26E+25,FALSE
Ultima Thule,FALSO,6633400000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,41816,2.4E+16,NA,Primary,NA,NA,NA,NA,1.05E+11,1.88964E+15,22500000,12600,##########,##########,FALSE
Umbriel,FALSO,266000,265100,267500,39,0.13,1,0,0,584.7,0,0,0,NA,414418,99499,24/10/1851,1.22E+21,NA,Secondary,Uranus,NA,NA,NA,##########,##########,705000000,642000000,1.7781E+16,2.29E+24,FALSE
Uranus,VERDADERO,2870658186,2147483647,2147483647,457,772,1,8.87,21380,25362,25559,24973,2293,NA,30685.4,-17.24,13/03/1781,8.68E+25,6.83E+13,Primary,NA,0.3,488,2.96744E+14,2.51E+12,4.52533E+15,1.32654E+16,4.56842E+16,##########,1.4E+21,FALSE
Valetudo,FALSO,18980000,0,0,222,34,1,0,0,0.5,0,0,0,NA,533,0,43298,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,3.66882E+15,##########,516,12600,1.26873E+15,8.8483E+15,FALSE
Vanth,FALSO,8980,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,38669,2.4E+16,NA,Secondary,90482 Orcus,NA,NA,NA,##########,##########,22500000,12600,6E+11,3.95E+22,FALSE
Venus,VERDADERO,108208475,107477000,108939000,67,3.39,5243,8.87,10360,1516336,1516336,1516336,0,NA,224701,-5832.5,NA,4.87E+24,9.28E+11,Primary,NA,0.76,689,8.57034E+15,6.49112E+15,##########,75500000000,2.56316E+15,7.23329E+15,5.52E+22,FALSE
Weywot,FALSO,10000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,39135,2.4E+16,NA,Secondary,50000 Quaoar,NA,NA,NA,696375,12534.75,22500000,12600,66800000000,3.19E+22,FALSE
Ymir,FALSO,23140400,0,0,187,167.9,1,0,0,9,0,0,0,NA,1315.4,0,36745,3.97E+15,NA,Secondary,Saturn,NA,NA,NA,3.00924E+16,##########,1670000,2090,1.54684E+16,9.84664E+14,FALSE
